        Frequency / GHz                SZmax(1),Zmax(1)_(wt=0.2)/abs,dB
                   8.324                    -0.030447412
                   8.328                    -0.030531025
                   8.332                    -0.030615267
                   8.336                    -0.030700144
                    8.34                    -0.030785665
                   8.344                    -0.030871837
                   8.348                    -0.030958669
                   8.352                     -0.03104617
                   8.356                    -0.031134346
                    8.36                    -0.031223208
                   8.364                    -0.031312763
                   8.368                     -0.03140302
                   8.372                    -0.031493989
                   8.376                    -0.031585678
                    8.38                    -0.031678097
                   8.384                    -0.031771255
                   8.388                    -0.031865161
                   8.392                    -0.031959826
                   8.396                    -0.032055259
                     8.4                    -0.032151471
                   8.404                    -0.032248471
                   8.408                     -0.03234627
                   8.412                    -0.032444879
                   8.416                    -0.032544308
                    8.42                    -0.032644568
                   8.424                    -0.032745671
                   8.428                    -0.032847628
                   8.432                     -0.03295045
                   8.436                    -0.033054149
                    8.44                    -0.033158738
                   8.444                    -0.033264227
                   8.448                    -0.033370631
                   8.452                    -0.033477961
                   8.456                     -0.03358623
                    8.46                    -0.033695452
                   8.464                    -0.033805639
                   8.468                    -0.033916805
                   8.472                    -0.034028964
                   8.476                    -0.034142131
                    8.48                    -0.034256318
                   8.484                    -0.034371542
                   8.488                    -0.034487817
                   8.492                    -0.034605157
                   8.496                    -0.034723579
                     8.5                    -0.034843098
                   8.504                     -0.03496373
                   8.508                    -0.035085492
                   8.512                    -0.035208399
                   8.516                    -0.035332469
                    8.52                     -0.03545772
                   8.524                    -0.035584168
                   8.528                    -0.035711832
                   8.532                     -0.03584073
                   8.536                    -0.035970881
                    8.54                    -0.036102302
                   8.544                    -0.036235015
                   8.548                    -0.036369039
                   8.552                    -0.036504393
                   8.556                    -0.036641098
                    8.56                    -0.036779176
                   8.564                    -0.036918647
                   8.568                    -0.037059533
                   8.572                    -0.037201856
                   8.576                     -0.03734564
                    8.58                    -0.037490907
                   8.584                    -0.037637681
                   8.588                    -0.037785985
                   8.592                    -0.037935845
                   8.596                    -0.038087285
                     8.6                    -0.038240331
                   8.604                    -0.038395009
                   8.608                    -0.038551346
                   8.612                    -0.038709369
                   8.616                    -0.038869106
                    8.62                    -0.039030584
                   8.624                    -0.039193834
                   8.628                    -0.039358884
                   8.632                    -0.039525765
                   8.636                    -0.039694508
                    8.64                    -0.039865143
                   8.644                    -0.040037704
                   8.648                    -0.040212223
                   8.652                    -0.040388734
                   8.656                    -0.040567271
                    8.66                     -0.04074787
                   8.664                    -0.040930565
                   8.668                    -0.041115394
                   8.672                    -0.041302395
                   8.676                    -0.041491605
                    8.68                    -0.041683064
                   8.684                    -0.041876812
                   8.688                     -0.04207289
                   8.692                     -0.04227134
                   8.696                    -0.042472204
                     8.7                    -0.042675527
                   8.704                    -0.042881354
                   8.708                    -0.043089729
                   8.712                    -0.043300702
                   8.716                    -0.043514318
                    8.72                    -0.043730629
                   8.724                    -0.043949683
                   8.728                    -0.044171534
                   8.732                    -0.044396233
                   8.736                    -0.044623834
                    8.74                    -0.044854394
                   8.744                    -0.045087969
                   8.748                    -0.045324616
                   8.752                    -0.045564396
                   8.756                     -0.04580737
                    8.76                      -0.0460536
                   8.764                     -0.04630315
                   8.768                    -0.046556086
                   8.772                    -0.046812475
                   8.776                    -0.047072386
                    8.78                     -0.04733589
                   8.784                     -0.04760306
                   8.788                    -0.047873971
                   8.792                    -0.048148697
                   8.796                    -0.048427319
                     8.8                    -0.048709915
                   8.804                    -0.048996569
                   8.808                    -0.049287366
                   8.812                    -0.049582392
                   8.816                    -0.049881736
                    8.82                     -0.05018549
                   8.824                    -0.050493748
                   8.828                    -0.050806607
                   8.832                    -0.051124166
                   8.836                    -0.051446527
                    8.84                    -0.051773794
                   8.844                    -0.052106075
                   8.848                    -0.052443481
                   8.852                    -0.052786125
                   8.856                    -0.053134124
                    8.86                    -0.053487599
                   8.864                    -0.053846673
                   8.868                    -0.054211473
                   8.872                     -0.05458213
                   8.876                    -0.054958778
                    8.88                    -0.055341556
                   8.884                    -0.055730607
                   8.888                    -0.056126076
                   8.892                    -0.056528115
                   8.896                     -0.05693688
                     8.9                    -0.057352531
                   8.904                    -0.057775232
                   8.908                    -0.058205154
                   8.912                    -0.058642472
                   8.916                    -0.059087366
                    8.92                    -0.059540022
                   8.924                    -0.060000633
                   8.928                    -0.060469396
                   8.932                    -0.060946515
                   8.936                    -0.061432201
                    8.94                     -0.06192667
                   8.944                    -0.062430148
                   8.948                    -0.062942866
                   8.952                    -0.063465062
                   8.956                    -0.063996983
                    8.96                    -0.064538884
                   8.964                    -0.065091029
                   8.968                    -0.065653689
                   8.972                    -0.066227146
                   8.976                    -0.066811689
                    8.98                    -0.067407621
                   8.984                    -0.068015251
                   8.988                    -0.068634901
                   8.992                    -0.069266903
                   8.996                    -0.069911603
                       9                    -0.070569356
                   9.004                    -0.071240532
                   9.008                    -0.071925512
                   9.012                    -0.072624693
                   9.016                    -0.073338485
                    9.02                    -0.074067313
                   9.024                    -0.074811618
                   9.028                    -0.075571857
                   9.032                    -0.076348504
                   9.036                    -0.077142052
                    9.04                     -0.07795301
                   9.044                     -0.07878191
                   9.048                    -0.079629301
                   9.052                    -0.080495755
                   9.056                    -0.081381866
                    9.06                    -0.082288252
                   9.064                    -0.083215555
                   9.068                    -0.084164441
                   9.072                    -0.085135606
                   9.076                    -0.086129772
                    9.08                    -0.087147691
                   9.084                    -0.088190145
                   9.088                    -0.089257952
                   9.092                    -0.090351961
                   9.096                    -0.091473057
                     9.1                    -0.092622164
                   9.104                    -0.093800245
                   9.108                    -0.095008307
                   9.112                    -0.096247397
                   9.116                    -0.097518611
                    9.12                    -0.098823093
                   9.124                     -0.10016204
                   9.128                      -0.1015367
                   9.132                     -0.10294838
                   9.136                     -0.10439844
                    9.14                     -0.10588833
                   9.144                     -0.10741953
                   9.148                     -0.10899362
                   9.152                     -0.11061224
                   9.156                     -0.11227711
                    9.16                     -0.11399004
                   9.164                     -0.11575294
                   9.168                     -0.11756778
                   9.172                     -0.11943667
                   9.176                     -0.12136179
                    9.18                     -0.12334547
                   9.184                     -0.12539013
                   9.188                     -0.12749833
                   9.192                     -0.12967275
                   9.196                     -0.13191625
                     9.2                      -0.1342318
                   9.204                     -0.13662257
                   9.208                     -0.13909187
                   9.212                     -0.14164323
                   9.216                     -0.14428034
                    9.22                     -0.14700714
                   9.224                     -0.14982777
                   9.228                     -0.15274663
                   9.232                     -0.15576836
                   9.236                     -0.15889788
                    9.24                     -0.16214043
                   9.244                     -0.16550155
                   9.248                     -0.16898712
                   9.252                      -0.1726034
                   9.256                     -0.17635703
                    9.26                     -0.18025511
                   9.264                     -0.18430517
                   9.268                     -0.18851523
                   9.272                     -0.19289388
                   9.276                     -0.19745025
                    9.28                     -0.20219412
                   9.284                     -0.20713595
                   9.288                     -0.21228692
                   9.292                       -0.217659
                   9.296                     -0.22326506
                     9.3                     -0.22911887
                   9.304                     -0.23523525
                   9.308                     -0.24163012
                   9.312                     -0.24832065
                   9.316                     -0.25532529
                    9.32                     -0.26266399
                   9.324                     -0.27035826
                   9.328                     -0.27843139
                   9.332                     -0.28690855
                   9.336                     -0.29581706
                    9.34                     -0.30518654
                   9.344                     -0.31504918
                   9.348                     -0.32543999
                   9.352                     -0.33639711
                   9.356                     -0.34796218
                    9.36                     -0.36018065
                   9.364                     -0.37310227
                   9.368                     -0.38678154
                   9.372                      -0.4012783
                   9.376                      -0.4166583
                    9.38                     -0.43299396
                   9.384                     -0.45036517
                   9.388                     -0.46886019
                   9.392                     -0.48857674
                   9.396                     -0.50962323
                     9.4                      -0.5321201
                   9.404                     -0.55620153
                   9.408                     -0.58201722
                   9.412                     -0.60973463
                   9.416                     -0.63954146
                    9.42                     -0.67164861
                   9.424                      -0.7062936
                   9.428                     -0.74374463
                   9.432                     -0.78430531
                   9.436                     -0.82832022
                    9.44                     -0.87618157
                   9.444                     -0.92833704
                   9.448                     -0.98529913
                   9.452                      -1.0476563
                   9.456                      -1.1160865
                    9.46                      -1.1913731
                   9.464                      -1.2744245
                   9.468                      -1.3662977
                   9.472                      -1.4682272
                   9.476                      -1.5816596
                    9.48                      -1.7082973
                   9.484                      -1.8501511
                   9.488                      -2.0096062
                   9.492                      -2.1895035
                   9.496                      -2.3932429
                     9.5                      -2.6249117
                   9.504                      -2.8894492
                   9.508                      -3.1928582
                   9.512                      -3.5424791
                   9.516                      -3.9473541
                    9.52                      -4.4187169
                   9.524                       -4.970671
                   9.528                      -5.6211539
                   9.532                      -6.3933513
                   9.536                      -7.3178326
                    9.54                      -8.4358307
                   9.544                      -9.8041549
                   9.548                      -11.501223
                   9.552                      -13.625267
                   9.556                      -16.218961
                    9.56                      -18.757563
                   9.564                      -19.099586
                   9.568                      -16.791634
                   9.572                       -14.12113
                   9.576                      -11.892576
                    9.58                      -10.110981
                   9.584                      -8.6780129
                   9.588                      -7.5102708
                   9.592                      -6.5469104
                   9.596                      -5.7438863
                     9.6                      -5.0686825
                   9.604                      -4.4967331
                   9.608                      -4.0090922
                   9.612                      -3.5908997
                   9.616                      -3.2303414
                    9.62                      -2.9179223
                   9.624                      -2.6459441
                   9.628                      -2.4081188
                   9.632                      -2.1992778
                   9.636                      -2.0151482
                    9.64                      -1.8521801
                   9.644                      -1.7074097
                   9.648                      -1.5783515
                   9.652                      -1.4629124
                   9.656                      -1.3593222
                    9.66                      -1.2660782
                   9.664                      -1.1818998
                   9.668                      -1.1056912
                   9.672                      -1.0365121
                   9.676                     -0.97355216
                    9.68                     -0.91611115
                   9.684                      -0.8635817
                   9.688                     -0.81543546
                   9.692                     -0.77121139
                   9.696                     -0.73050596
                     9.7                     -0.69296501
                   9.704                     -0.65827678
                   9.708                     -0.62616616
                   9.712                     -0.59638972
                   9.716                      -0.5687315
                    9.72                      -0.5429995
                   9.724                     -0.51902258
                   9.728                     -0.49664786
                   9.732                     -0.47573849
                   9.736                     -0.45617169
                    9.74                     -0.43783714
                   9.744                      -0.4206355
                   9.748                     -0.40447727
                   9.752                     -0.38928179
                   9.756                     -0.37497659
                    9.76                     -0.36149743
                   9.764                     -0.34878998
                   9.768                     -0.33681637
                   9.772                     -0.32556465
                   9.776                     -0.31493749
                    9.78                     -0.30467624
                   9.784                      -0.2949101
                   9.788                     -0.28568338
                   9.792                     -0.27694387
                   9.796                     -0.26864783
                     9.8                      -0.2607615
                   9.804                      -0.2532566
                   9.808                     -0.24610825
                   9.812                       -0.239294
                   9.815                     -0.23439017
                   9.816                     -0.23279335
                    9.82                     -0.22658744
                   9.824                     -0.22065889
                   9.828                     -0.21499158
                   9.832                     -0.20957056
                   9.836                     -0.20438196
                    9.84                     -0.19941284
                   9.844                     -0.19465119
                   9.848                     -0.19008577
                   9.852                     -0.18570612
                   9.856                     -0.18150243
                    9.86                     -0.17746557
                   9.864                     -0.17358695
                   9.868                     -0.16985855
                   9.872                     -0.16627283
                   9.876                     -0.16282273
                    9.88                     -0.15950162
                   9.884                     -0.15630326
                   9.888                     -0.15322177
                   9.892                     -0.15025164
                   9.896                     -0.14738767
                     9.9                     -0.14462495
                   9.904                     -0.14195885
                   9.908                     -0.13938502
                   9.912                     -0.13689933
                   9.916                     -0.13449788
                    9.92                     -0.13217699
                   9.924                     -0.12993317
                   9.928                     -0.12776313
                   9.932                     -0.12566374
                   9.936                     -0.12363203
                    9.94                      -0.1216652
                   9.944                     -0.11976057
                   9.948                     -0.11791562
                   9.952                     -0.11612795
                   9.956                     -0.11439526
                    9.96                     -0.11271539
                   9.964                     -0.11108626
                   9.968                     -0.10950592
                   9.972                     -0.10797248
                   9.976                     -0.10648417
                    9.98                     -0.10503928
                   9.984                      -0.1036362
                   9.988                     -0.10227337
                   9.992                     -0.10094932
                   9.996                    -0.099662635
                      10                    -0.098411978
                  10.004                    -0.097196059
                  10.008                    -0.096013648
                  10.012                     -0.09486357
                  10.016                    -0.093744701
                   10.02                    -0.092655963
                  10.024                    -0.091596327
                  10.028                    -0.090564806
                  10.032                    -0.089560454
                  10.036                    -0.088582365
                   10.04                    -0.087629671
                  10.044                    -0.086701537
                  10.048                    -0.085797166
                  10.052                    -0.084915789
                  10.056                    -0.084056671
                   10.06                    -0.083219103
                  10.064                    -0.082402408
                  10.068                     -0.08160593
                  10.072                    -0.080829044
                  10.076                    -0.080071146
                   10.08                    -0.079331655
                  10.084                    -0.078610012
                  10.088                    -0.077905681
                  10.092                    -0.077218145
                  10.096                    -0.076546904
                    10.1                    -0.075891479
                  10.104                    -0.075251408
                  10.108                    -0.074626245
                  10.112                    -0.074015562
                  10.116                    -0.073418943
                   10.12                    -0.072835989
                  10.124                    -0.072266316
                  10.128                    -0.071709551
                  10.132                    -0.071165336
                  10.136                    -0.070633324
                   10.14                     -0.07011318
                  10.144                    -0.069604581
                  10.148                    -0.069107216
                  10.152                    -0.068620783
                  10.156                    -0.068144989
                   10.16                    -0.067679554
                  10.164                    -0.067224204
                  10.168                    -0.066778676
                  10.172                    -0.066342715
                  10.176                    -0.065916074
                   10.18                    -0.065498514
                  10.184                    -0.065089804
                  10.188                     -0.06468972
                  10.192                    -0.064298046
                  10.196                     -0.06391457
                    10.2                    -0.063539091
                  10.204                     -0.06317141
                  10.208                    -0.062811338
                  10.212                    -0.062458687
                  10.216                     -0.06211328
                   10.22                    -0.061774942
                  10.224                    -0.061443504
                  10.228                    -0.061118802
                  10.232                    -0.060800677
                  10.236                    -0.060488976
                   10.24                    -0.060183547
                  10.244                    -0.059884247
                  10.248                    -0.059590934
                  10.252                    -0.059303471
                  10.256                    -0.059021725
                   10.26                    -0.058745567
                  10.264                    -0.058474871
                  10.268                    -0.058209515
                  10.272                    -0.057949381
                  10.276                    -0.057694352
                   10.28                    -0.057444319
                  10.284                     -0.05719917
                  10.288                    -0.056958801
                  10.292                    -0.056723108
                  10.296                    -0.056491991
                    10.3                    -0.056265353
                  10.304                    -0.056043099
                  10.308                    -0.055825136
                  10.312                    -0.055611374
                  10.316                    -0.055401727
                   10.32                    -0.055196109
                  10.324                    -0.054994436
                  10.328                    -0.054796629
                  10.332                    -0.054602608
                  10.336                    -0.054412297
                   10.34                    -0.054225622
                  10.344                    -0.054042509
                  10.348                    -0.053862888
                  10.352                     -0.05368669
                  10.356                    -0.053513847
                   10.36                    -0.053344295
                  10.364                    -0.053177968
                  10.368                    -0.053014804
                  10.372                    -0.052854743
                  10.376                    -0.052697726
                   10.38                    -0.052543694
                  10.384                    -0.052392592
                  10.388                    -0.052244363
                  10.392                    -0.052098955
                  10.396                    -0.051956315
                    10.4                    -0.051816391
                  10.404                    -0.051679134
                  10.408                    -0.051544496
                  10.412                    -0.051412428
                  10.416                    -0.051282884
                   10.42                    -0.051155819
                  10.424                    -0.051031188
                  10.428                    -0.050908949
                  10.432                    -0.050789059
                  10.436                    -0.050671476
                   10.44                    -0.050556161
                  10.444                    -0.050443073
                  10.448                    -0.050332175
                  10.452                     -0.05022343
                  10.456                    -0.050116799
                   10.46                    -0.050012247
                  10.464                     -0.04990974
                  10.468                    -0.049809242
                  10.472                    -0.049710721
                  10.476                    -0.049614143
                   10.48                    -0.049519477
                  10.484                    -0.049426691
                  10.488                    -0.049335754
                  10.492                    -0.049246636
                  10.496                    -0.049159309
                    10.5                    -0.049073742
                  10.504                    -0.048989909
                  10.508                    -0.048907782
                  10.512                    -0.048827334
                  10.516                    -0.048748538
                   10.52                     -0.04867137
                  10.524                    -0.048595803
                  10.528                    -0.048521813
                  10.532                    -0.048449376
                  10.536                    -0.048378468
                   10.54                    -0.048309067
                  10.544                    -0.048241149
                  10.548                    -0.048174693
                  10.552                    -0.048109677
                  10.556                    -0.048046079
                   10.56                    -0.047983879
                  10.564                    -0.047923056
                  10.568                    -0.047863591
                  10.572                    -0.047805464
                  10.576                    -0.047748656
                   10.58                    -0.047693147
                  10.584                    -0.047638921
                  10.588                    -0.047585958
                  10.592                    -0.047534242
                  10.596                    -0.047483755
                    10.6                    -0.047434479
                  10.604                    -0.047386399
                  10.608                    -0.047339499
                  10.612                    -0.047293762
                  10.616                    -0.047249172
                   10.62                    -0.047205716
                  10.624                    -0.047163376
                  10.628                     -0.04712214
                  10.632                    -0.047081993
                  10.636                     -0.04704292
                   10.64                    -0.047004907
                  10.644                    -0.046967942
                  10.648                    -0.046932011
                  10.652                    -0.046897101
                  10.656                    -0.046863199
                   10.66                    -0.046830293
                  10.664                     -0.04679837
                  10.668                    -0.046767419
                  10.672                    -0.046737427
                  10.676                    -0.046708384
                   10.68                    -0.046680278
                  10.684                    -0.046653097
                  10.688                    -0.046626831
                  10.692                     -0.04660147
                  10.696                    -0.046577003
                    10.7                    -0.046553419
                  10.704                    -0.046530709
                  10.708                    -0.046508863
                  10.712                    -0.046487871
                  10.716                    -0.046467723
                   10.72                    -0.046448411
                  10.724                    -0.046429925
                  10.728                    -0.046412257
                  10.732                    -0.046395397
                  10.736                    -0.046379337
                   10.74                    -0.046364069
                  10.744                    -0.046349585
                  10.748                    -0.046335875
                  10.752                    -0.046322934
                  10.756                    -0.046310752
                   10.76                    -0.046299322
                  10.764                    -0.046288636
                  10.768                    -0.046278688
                  10.772                    -0.046269471
                  10.776                    -0.046260976
                   10.78                    -0.046253198
                  10.784                    -0.046246129
                  10.788                    -0.046239763
                  10.792                    -0.046234094
                  10.796                    -0.046229114
                    10.8                    -0.046224819
                  10.804                    -0.046221202
                  10.808                    -0.046218256
                  10.812                    -0.046215976
                  10.816                    -0.046214357
                   10.82                    -0.046213392
                  10.824                    -0.046213077
                  10.828                    -0.046213405
                  10.832                    -0.046214372
                  10.836                    -0.046215972
                   10.84                    -0.046218201
                  10.844                    -0.046221053
                  10.848                    -0.046224524
                  10.852                    -0.046228608
                  10.856                    -0.046233302
                   10.86                    -0.046238601
                  10.864                    -0.046244499
                  10.868                    -0.046250994
                  10.872                    -0.046258081
                  10.876                    -0.046265755
                   10.88                    -0.046274013
                  10.884                     -0.04628285
                  10.888                    -0.046292264
                  10.892                    -0.046302249
                  10.896                    -0.046312802
                    10.9                    -0.046323921
                  10.904                      -0.0463356
                  10.908                    -0.046347838
                  10.912                    -0.046360629
                  10.916                    -0.046373973
                   10.92                    -0.046387864
                  10.924                      -0.0464023
                  10.928                    -0.046417278
                  10.932                    -0.046432795
                  10.936                    -0.046448849
                   10.94                    -0.046465436
                  10.944                    -0.046482553
                  10.948                    -0.046500199
                  10.952                     -0.04651837
                  10.956                    -0.046537065
                   10.96                     -0.04655628
                  10.964                    -0.046576014
                  10.968                    -0.046596264
                  10.972                    -0.046617027
                  10.976                    -0.046638303
                   10.98                    -0.046660088
                  10.984                    -0.046682382
                  10.988                    -0.046705181
                  10.992                    -0.046728485
                  10.996                    -0.046752291
                      11                    -0.046776597
                  11.004                    -0.046801403
                  11.008                    -0.046826706
                  11.012                    -0.046852505
                  11.016                    -0.046878799
                   11.02                    -0.046905586
                  11.024                    -0.046932865
                  11.028                    -0.046960635
                  11.032                    -0.046988894
                  11.036                    -0.047017641
                   11.04                    -0.047046876
                  11.044                    -0.047076598
                  11.048                    -0.047106805
                  11.052                    -0.047137496
                  11.056                    -0.047168671
                   11.06                     -0.04720033
                  11.064                    -0.047232471
                  11.068                    -0.047265093
                  11.072                    -0.047298197
                  11.076                    -0.047331782
                   11.08                    -0.047365847
                  11.084                    -0.047400392
                  11.088                    -0.047435417
                  11.092                    -0.047470921
                  11.096                    -0.047506905
                    11.1                    -0.047543367
                  11.104                    -0.047580309
                  11.108                     -0.04761773
                  11.112                     -0.04765563
                  11.116                    -0.047694009
                   11.12                    -0.047732868
                  11.124                    -0.047772206
                  11.128                    -0.047812025
                  11.132                    -0.047852324
                  11.136                    -0.047893103
                   11.14                    -0.047934364
                  11.144                    -0.047976107
                  11.148                    -0.048018332
                  11.152                    -0.048061041
                  11.156                    -0.048104233
                   11.16                     -0.04814791
                  11.164                    -0.048192072
                  11.168                    -0.048236721
                  11.172                    -0.048281857
                  11.176                    -0.048327481
                   11.18                    -0.048373595
                  11.184                      -0.0484202
                  11.188                    -0.048467297
                  11.192                    -0.048514887
                  11.196                    -0.048562972
                    11.2                    -0.048611552
                  11.204                     -0.04866063
                  11.208                    -0.048710208
                  11.212                    -0.048760286
                  11.216                    -0.048810866
                   11.22                     -0.04886195
                  11.224                    -0.048913541
                  11.228                    -0.048965639
                  11.232                    -0.049018248
                  11.236                    -0.049071368
                   11.24                    -0.049125002
                  11.244                    -0.049179152
                  11.248                    -0.049233821
                  11.252                    -0.049289011
                  11.256                    -0.049344723
                   11.26                    -0.049400962
                  11.264                    -0.049457728
                  11.268                    -0.049515025
                  11.272                    -0.049572856
                  11.276                    -0.049631223
                   11.28                    -0.049690128
                  11.284                    -0.049749576
                  11.288                    -0.049809569
                  11.292                     -0.04987011
                  11.296                    -0.049931202
                    11.3                    -0.049992849
                  11.304                    -0.050055053
                  11.308                    -0.050117819
                  11.312                    -0.050181149
                  11.316                    -0.050245048
                   11.32                    -0.050309518
                  11.324                    -0.050374565
                  11.328                    -0.050440191
                  11.332                      -0.0505064
                  11.336                    -0.050573197
                   11.34                    -0.050640586
                  11.344                    -0.050708571
                  11.348                    -0.050777156
                  11.352                    -0.050846345
                  11.356                    -0.050916144
                   11.36                    -0.050986557
                  11.364                    -0.051057588
                  11.368                    -0.051129243
                  11.372                    -0.051201526
                  11.376                    -0.051274442
                   11.38                    -0.051347996
                  11.384                    -0.051422195
                  11.388                    -0.051497042
                  11.392                    -0.051572544
                  11.396                    -0.051648706
                    11.4                    -0.051725535
                  11.404                    -0.051803034
                  11.408                    -0.051881212
                  11.412                    -0.051960073
                  11.416                    -0.052039625
                   11.42                    -0.052119873
                  11.424                    -0.052200823
                  11.428                    -0.052282483
                  11.432                    -0.052364859
                  11.436                    -0.052447958
                   11.44                    -0.052531788
                  11.444                    -0.052616354
                  11.448                    -0.052701665
                  11.452                    -0.052787728
                  11.456                     -0.05287455
                   11.46                     -0.05296214
                  11.464                    -0.053050505
                  11.468                    -0.053139653
                  11.472                    -0.053229593
                  11.476                    -0.053320333
